8,1.0667
8,1.0444
8,1.0222
8,1
8,0.95556
16,1.0667
16,1.0444
16,1.0222
16,1
24,1.0667
24,1.0444
24,1.0222
24,1
24,0.97778
32,1.0667
32,1.0444
40,1.0667
40,1.0444
40,1.0222
40,1
48,1.1111
48,1.0889
48,1.0667
48,1.0444
56,1.1111
56,1.0889
56,1.0667
56,1.0444
56,1.0222
64,1.1556
64,1.1333
64,1.1111
72,1.1556
72,1.1333
72,1.1111
72,1.0667
80,1.2
80,1.1778
80,1.1556
88,1.1778
88,1.1556
88,1.1333
88,1.1111
88,1.0889
88,1.0667
96,1.2444
96,1.2222
96,1.2
96,1.1778
104,1.2222
104,1.2
104,1.1778
104,1.1556
104,1.1333
104,1.1111
104,1.0889
112,1.2667
112,1.2444
112,1.2222
112,1.2
112,1.1778
120,1.2444
120,1.2222
120,1.2
120,1.1778
120,1.1556
128,1.2667
128,1.2444
128,1.2222
128,1.2
128,1.1778
136,1.2889
136,1.2667
136,1.2444
136,1.2222
136,1.2
136,1.1778
136,1.1556
136,1.1333
144,1.3111
144,1.2889
144,1.2667
144,1.2444
144,1.2222
144,1.2
152,1.3333
152,1.3111
152,1.2889
152,1.2667
152,1.2444
152,1.2222
152,1.2
152,1.1778
152,1.1556
160,1.3333
160,1.3111
160,1.2889
160,1.2667
160,1.2444
160,1.2222
160,1.2
168,1.3556
168,1.3333
168,1.3111
168,1.2889
168,1.2667
168,1.2444
176,1.3111
176,1.2889
176,1.2667
176,1.2444
176,1.2222
176,1.2
184,1.3556
184,1.3333
184,1.3111
184,1.2889
192,1.3556
192,1.3333
192,1.2889
192,1.2667
192,1.2444
192,1.2222
200,1.4
200,1.3778
200,1.3556
200,1.3333
200,1.2889
200,1.2667
208,1.3778
208,1.3556
208,1.3333
208,1.3111
208,1.2889
208,1.2667
216,1.4
216,1.3778
216,1.3556
216,1.3333
216,1.3111
216,1.2889
216,1.2667
216,1.2444
224,1.4
224,1.3778
224,1.3556
224,1.3333
224,1.3111
224,1.2889
224,1.2667
224,1.2444
232,1.3556
232,1.3333
232,1.3111
232,1.2889
232,1.2667
232,1.2444
240,1.4222
240,1.4
240,1.3778
240,1.3556
248,1.4444
248,1.4222
248,1.4
248,1.3778
248,1.3556
248,1.3333
248,1.3111
248,1.2889
256,1.4444
256,1.4222
256,1.4
256,1.3778
256,1.3556
256,1.3333
256,1.3111
256,1.2889
256,1.2667
264,1.4444
264,1.4222
264,1.4
264,1.3778
264,1.3556
264,1.3333
264,1.3111
264,1.2889
272,1.4222
272,1.4
272,1.3778
272,1.3556
272,1.3333
272,1.3111
272,1.2889
272,1.2667
280,1.4444
280,1.4222
280,1.4
280,1.3778
280,1.3556
288,1.4222
288,1.4
288,1.3778
288,1.3556
288,1.3333
288,1.3111
288,1.2889
296,1.4444
296,1.4222
296,1.4
296,1.3778
296,1.3556
296,1.3333
296,1.3111
296,1.2889
296,1.2667
304,1.4222
304,1.4
304,1.3778
304,1.3556
304,1.3333
304,1.3111
312,1.4
312,1.3778
312,1.3556
312,1.3333
312,1.3111
312,1.2889
312,1.2667
312,1.2444
320,1.4
320,1.3778
320,1.3556
328,1.3778
328,1.3556
328,1.3333
328,1.3111
328,1.2889
328,1.2667
328,1.2444
336,1.4
336,1.3778
336,1.3556
336,1.3333
336,1.3111
336,1.2889
336,1.2667
336,1.2444
336,1.2222
344,1.3778
344,1.3556
344,1.3333
344,1.3111
344,1.2889
344,1.2667
352,1.3556
352,1.3333
352,1.3111
352,1.2889
352,1.2667
352,1.2444
352,1.2222
352,1.2
360,1.3556
360,1.3333
360,1.3111
360,1.2889
360,1.2667
360,1.2444
368,1.3111
368,1.2889
368,1.2667
368,1.2444
368,1.2222
368,1.2
368,1.1778
376,1.2667
376,1.2444
376,1.2222
376,1.2
384,1.2
384,1.1778
384,1.1556
384,1.1333
384,1.1111
392,1.2222
392,1.1778
392,1.1556
392,1.1333
400,1.1556
400,1.1333
400,1.1111
400,1.0667
408,1.2
408,1.1778
408,1.1556
408,1.1333
408,1.1111
416,1.1111
416,1.0889
416,1.0667
416,1.0444
424,1.1333
424,1.1111
424,1.0889
424,1.0667
424,1.0444
